"race","age","priors_count","c_charge_degree","is_recid"
1,22,1,"M",0
0,21,1,"M",1
1,25,2,"F",1
0,25,1,"F",0
0,47,3,"M",1
0,21,5,"M",1
0,29,1,"F",1
1,40,4,"F",1
1,39,0,"M",0
0,30,0,"M",1
1,25,0,"M",0
1,21,0,"M",1
1,25,0,"M",1
0,27,5,"M",1
1,45,4,"M",1
0,32,4,"F",1
0,22,0,"M",1
0,44,6,"F",0
0,23,0,"F",0
1,46,0,"F",0
1,33,2,"F",0
1,40,3,"F",1
1,54,7,"F",0
1,21,0,"M",0
1,43,6,"M",1
0,22,0,"M",0
0,31,0,"F",0
0,32,6,"F",1
0,21,1,"M",0
1,23,0,"M",0
0,33,3,"M",1
0,64,0,"M",0
0,20,0,"F",0
1,26,1,"M",0
0,30,18,"F",1
0,23,10,"F",1
0,60,13,"F",1
0,46,2,"F",1
1,56,0,"M",1
0,45,0,"F",0
0,26,4,"F",1
0,47,4,"M",0
0,29,7,"F",1
0,32,9,"F",0
0,29,10,"F",1
0,22,1,"F",1
0,28,1,"F",0
1,36,0,"F",0
0,24,0,"F",0
0,33,9,"M",1
0,46,2,"M",0
1,31,9,"M",1
1,49,3,"F",1
0,24,0,"F",1
0,57,28,"F",1
0,36,14,"F",1
0,43,23,"F",0
0,42,0,"M",0
1,32,4,"F",1
1,26,1,"F",0
1,74,0,"M",0
0,24,3,"F",1
0,33,2,"M",0
0,22,1,"M",1
1,50,4,"M",0
1,28,7,"F",1
0,35,5,"F",1
0,33,0,"F",1
0,36,1,"M",0
0,28,2,"F",1
0,63,1,"F",0
1,69,5,"F",0
0,41,18,"F",1
1,44,1,"M",0
0,29,0,"F",0
1,52,0,"M",0
0,23,1,"F",1
1,26,0,"F",0
0,24,0,"M",1
0,45,4,"M",0
0,24,4,"F",1
0,47,0,"M",0
0,26,0,"F",0
0,36,9,"F",1
1,33,2,"M",1
1,52,1,"M",0
1,51,0,"F",0
0,47,7,"F",1
1,38,1,"M",1
1,67,1,"F",0
0,47,1,"F",1
1,66,0,"M",0
1,39,0,"F",0
1,49,2,"M",0
0,45,9,"M",1
1,46,7,"F",1
0,29,15,"F",1
0,28,2,"M",1
0,22,0,"F",1
0,20,1,"F",1
1,34,5,"F",0
0,22,8,"F",1
1,25,3,"M",1
0,34,1,"F",0
1,34,1,"F",0
0,54,10,"F",1
1,36,5,"F",1
0,30,8,"F",1
0,23,1,"F",1
1,40,0,"F",0
1,27,0,"M",1
0,25,3,"F",1
0,47,14,"M",0
0,27,3,"F",1
0,38,16,"M",1
0,27,0,"M",1
1,30,4,"F",1
0,33,4,"M",1
0,29,2,"F",1
0,56,31,"F",1
0,26,0,"F",0
0,28,5,"F",0
0,43,5,"M",0
0,29,2,"F",1
0,22,1,"F",1
1,74,2,"F",0
0,47,4,"F",1
1,42,4,"F",1
1,43,0,"M",0
0,28,6,"M",1
0,24,0,"F",0
0,56,0,"M",0
1,49,0,"F",0
1,24,1,"F",0
0,30,3,"F",1
1,28,11,"F",1
0,39,1,"F",1
0,26,4,"F",1
0,56,4,"F",0
1,58,8,"M",0
0,33,3,"F",0
0,31,9,"F",1
1,25,5,"M",1
1,25,7,"M",1
0,20,1,"F",1
1,30,3,"F",0
1,29,14,"F",1
0,21,0,"F",1
0,44,11,"F",1
1,30,2,"F",0
0,35,12,"M",1
1,34,4,"F",0
0,26,2,"M",0
1,51,4,"M",0
0,36,0,"M",0
1,26,3,"M",1
0,21,1,"F",0
0,59,5,"M",0
0,29,7,"F",1
0,37,4,"F",0
1,41,0,"M",0
0,23,0,"F",1
1,54,1,"M",0
1,30,2,"M",0
1,28,0,"M",1
0,22,0,"M",1
0,21,0,"F",1
0,27,1,"M",0
0,61,4,"M",1
1,60,0,"M",1
1,22,1,"F",0
1,49,3,"F",0
1,61,1,"M",0
0,51,7,"M",1
1,49,2,"F",0
0,24,0,"F",1
1,36,4,"M",1
1,42,5,"F",0
0,36,9,"F",0
1,57,14,"F",1
1,36,0,"M",0
0,34,3,"M",1
0,24,2,"M",1
1,32,0,"F",0
0,25,1,"F",0
1,30,2,"M",1
0,35,8,"M",1
0,43,0,"M",0
0,28,1,"F",0
0,32,4,"F",0
1,23,0,"F",0
0,20,0,"M",1
0,30,19,"F",1
0,30,2,"M",0
1,21,0,"M",1
0,30,0,"M",1
0,20,0,"F",0
0,23,0,"F",0
0,23,0,"F",0
0,33,3,"M",0
